H0,100.000
K0,K1,K2
A,129.676,538.599
B,124.471,526.233

Q76,307.653,602.386,108.908
Q77,309.568,612.969,106.221
Q78,309.662,617.460,111.437
Q79,308.709,625.302,100.455
Q80,308.516,634.237,105.500
Q81,310.162,639.657,106.681
Q82,309.078,651.360,105.792
Q83,300.507,530.905,111.625
Q84,301.140,549.631,110.270
Q85,300.842,550.394,106.445
Q86,300.413,558.398,106.489
Q87,300.622,572.696,100.931
Q88,302.939,578.512,107.626
Q89,303.863,589.509,110.182
Q90,307.884,605.195,114.264
Q91,309.777,623.614,109.733
Q92,315.897,625.474,116.438
Q93,317.624,640.373,110.308
Q94,318.069,655.548,105.196
K2,303.278,594.130,105.548
